gid,year,m_20g_pop,w_20g_pop,m_30g_pop,w_30g_pop,m_40g_pop,w_40g_pop,m_50g_pop,w_50g_pop,m_60g_pop,w_60g_pop,m_70g_pop,w_70g_pop,m_80g_pop,w_80g_pop,m_90g_pop,w_90g_pop,m_100g_pop,w_100g_pop
다사637293,2022,,,,,,,,,,,,,,,,,,
다사601339,2022,,,,,,,,,,,,,,,,,,
다사631382,2022,,,,,,,,,,,,,,,,,,
다사637294,2022,,,,,,,,,0.0,0.0,,,,,,,,
다사604348,2022,,,,,,,,,,,,,,,,,,
다사631381,2022,,,,,,,,,,,,,,,,,,
다사637295,2022,,,,,,,0.0,,0.0,,,,,,,,,
다사631380,2022,,,,,,,,,,,,,,,,,,
다사637296,2022,,,,,,,,,,,,,,,,,,
다사601338,2022,,,,,,,,,,,,,,,,,,
다사637297,2022,,,,,,,,,,,,,,,,,,
다사631379,2022,,,,,,,,,,,,,,,,,,
다사604349,2022,,,,,,,,,,,,,,,,,,
다사604345,2022,,,,,,,,,,,,,,,,,,
다사637287,2022,,,,,,,,,,,,,,,,,,
다사631378,2022,,,,,,,,,,,,,,,,,,
다사601342,2022,,,,,,,,,,,,,,,,,,
다사604341,2022,,,,,,,,,,,,,,,,,,
다사637277,2022,,,,,,,,,,,,,,,,,,
다사601346,2022,,,,,,,,,,,,,,,,,,
다사632294,2022,,,,,,,,,,,,,,,,,,
다사637278,2022,,,,,,,,,,,,,,,,,,
다사632293,2022,,,,,,,,,,,,,,,,,,
다사637279,2022,0.0,,,,,,0.0,0.0,,,,,,,,,,
다사601345,2022,,,,,,,,,,,,,,,,,,
다사604342,2022,,,,,,,,,,,,,,,,,,
다사637280,2022,,,,,,,,,,,,,,,,,,
다사632292,2022,,,,,,,,,,,,,,,,,,
다사632291,2022,,,,,,,,,,,,,,,,,,
다사637281,2022,,,,,,,,,,,,,,,,,,
다사632290,2022,,,,,,,,,,,,,,,,,,
다사637282,2022,,,,,,,,,,,,,,,,,,
다사601344,2022,,,,,,,,,,,,,,,,,,
다사604343,2022,,,,,,,,,,,,,,,,,,
다사632289,2022,,,,,,,,,,,,,,,,,,
다사637283,2022,,,,,,,,,,,,,,,,,,
다사637284,2022,,,,,,,,,,,,,,,,,,
다사632288,2022,,,,,,,,,,,,,,,,,,
다사601343,2022,,,,,,,,,,,,,,,,,,
다사604344,2022,,,,,,,,,,,,,,,,,,
다사637285,2022,,,,,,,,,,,,,,,,,,
다사632287,2022,,,,,,,,,,,,,,,,,,
다사637286,2022,,,,,,,,,,,,,,,,,,
다사632286,2022,,,,,,,,,,,,,,,,,,
다사637298,2022,,,,,,,,,,,,,,,,,,
다사601337,2022,,,,,,,,,,,,,,,,,,
다사604358,2022,,,,,,,,,,,,,,,,,,
다사631367,2022,,,,,,,,,,,,,,,,,,
다사601332,2022,,,,,,,,,,,,,,,,,,
다사637311,2022,,,,,,,,,,,,,,,,,,
다사631366,2022,,,,,,,,,,,,,,,,,,
다사637312,2022,,,,,,,,,,,,,,,,,,
다사631365,2022,,,,,,,,,,,,,,,,,,
다사601331,2022,,,,,,,,,,,,,,,,,,
다사637313,2022,,,,,,,,,,,,,,,,,,
다사631364,2022,,,,,,,,,,,,,,,,,,
다사604355,2022,,,,,,,,,,,,,,,,,,
다사637314,2022,,,,,,,,,,,,,,,,,,
다사631363,2022,,,,,,,,,,,,,,,,,,
다사637315,2022,0.0,,,,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,,
다사631362,2022,,,,,,,,,,,,,,,,,,
다사604356,2022,,,,,,,,,,,,,,,,,,
다사601330,2022,,,,,,,,,,,,,,,,,,
다사637316,2022,,0.0,,,,0.0,0.0,,,,,,,,,,,
다사631361,2022,,,,,,,,,,,,,,,,,,
다사637317,2022,,,,,,,,,0.0,0.0,,,,,,,,
다사631360,2022,,,,,,,,,,,,,,,,,,
다사601329,2022,,,,,,,,,,,,,,,,,,
다사637318,2022,,,,,,,,,,,,,,,,,,
다사604357,2022,,,,,,,,,,,,,,,,,,
다사631359,2022,,,,,,,,,,,,,,,,,,
다사637319,2022,,,,,,,,,,,,,,,,,,
다사631358,2022,,,,,,,,,,,,,,,,,,
다사637320,2022,16.0,8.0,12.0,9.0,27.0,30.0,15.0,13.0,14.0,15.0,0.0,9.0,0.0,0.0,,0.0,,
다사601328,2022,,,,,,,,,,,,,,,,,,
다사604354,2022,,,,,,,,,,,,,,,,,,
다사637310,2022,,,,,,,,,,,,,,,,,,
다사637299,2022,,,,,,,,,,,,,,,,,,
다사637309,2022,,,,,,,,,,,,,,,,,,
다사631377,2022,,,,,,,,,,,,,,,,,,
다사637300,2022,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,
다사604350,2022,,,,,,,,,,,,,,,,,,
다사631376,2022,,,,,,,,,,,,,,,,,,
다사637301,2022,,,,,,,,,,,,,,,,,,
다사601336,2022,,,,,,,,,,,,,,,,,,
다사631375,2022,,,,,,,,,,,,,,,,,,
다사637302,2022,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,
다사631374,2022,,,,,,,,,,,,,,,,,,
다사604351,2022,,,,,,,,,,,,,,,,,,
다사637303,2022,,,,,,,,,,,,,,,,,,
다사601335,2022,,,,,,,,,,,,,,,,,,
다사631373,2022,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,10.0,0.0,0.0,0.0,0.0,,0.0,,
다사637304,2022,,,,,,,,,,,,,,,,,,
다사631372,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,
다사637305,2022,,,,,,,,,,,,,,,,,,
다사604352,2022,,,,,,,,,,,,,,,,,,
다사631371,2022,,,,,,,,,,,,,,,,,,
다사637306,2022,,,,,,,,,,,,,,,,,,
다사601334,2022,,,,,,,,,,,,,,,,,,
다사631370,2022,,,,,,,,,,,,,,,,,,
다사637307,2022,,,,,,,,,,,,,,,,,,
다사631369,2022,,,,,,,,,,,,,,,,,,
다사637308,2022,,,,,,,,,,,,,,,,,,
다사601333,2022,,,,,,,,,,,,,,,,,,
다사604353,2022,,,,,,,,,,,,,,,,,,
다사631368,2022,,,,,,,,,,,,,,,,,,
다사632380,2022,,,,,,,,,,,,,,,,,,
다사604305,2022,,,,,,,,,,,,,,,,,,
다사637367,2022,,,,,,,,,,,,,,,,,,
다사635292,2022,,,,,,,,,,,,,,,,,,
다사635287,2022,,,,,,,,,,,,,,,,,,
다사634284,2022,,,,,,,,,,,,,,,,,,
다사635288,2022,,,,,,,,,,,,,,,,,,
다사634283,2022,,,,,,,,,,,,,,,,,,
다사603335,2022,,,,,,,,,,,,,,,,,,
다사635289,2022,,,,,,,,,,,,,,,,,,
다사602362,2022,,,,,,,,,,,,,,,,,,
다사634282,2022,,,,,,,,,,,,,,,,0.0,,
다사635290,2022,,,,,,,,,,,,,,,,,,
다사634281,2022,,,,,,,,,,,,,,,,,,
다사635291,2022,,,,,,,,,,,,,,,,,,
다사602361,2022,,,,,,,,,,,,,,,,,,
다사634280,2022,,,,,,,,,,,,,,,,,,
다사603336,2022,,,,,,,,,,,,,,,,,,
다사602368,2022,,,,,,,,,,,,,,,,,,
다사634279,2022,,,,,,,,,,,,,,,,,,
다사635293,2022,,,,,,,,,,,,,,,,,,
다사634278,2022,,,,,,,,,,,,,,,,,,
다사635294,2022,,,,,,,,,,,,,,,,,,
다사602360,2022,,,,,,,,,,,,,,,,,,
다사603337,2022,,,,,,,,,,,,,,,,,,
다사633384,2022,,,,,,,,,,,,,,,,,,
다사635295,2022,,,,,,,,,,,,,,,,,,
다사633383,2022,,,,,,,,,,,,,,,,,,
다사635296,2022,,,,,,,,,,,,,,,,,,
다사602359,2022,,,,,,,,,,,,,,,,,,
다사633382,2022,,,,,,,,,,,,,,,,,,
다사635297,2022,,,,,,,,,,,,,,,,,,
다사603334,2022,,,,,,,,,,,,,,,,,,
다사602363,2022,,,,,,,,,,,,,,,,,,
다사635286,2022,,,,,,,,,,,,,,,,,,
다사634285,2022,,,,,,,,,,,,,,,,,,
다사634384,2022,,,,,,,,,,,,,,,,,,
다사634294,2022,,,,,,,,,,,,,,,,,,
다사603330,2022,,,,,,,,,,,,,,,,,,
다사602367,2022,,,,,,,,,,,,,,,,,,
다사635277,2022,,,,,,,,,,,,,,,,,,
다사634293,2022,,,,,,,,,,,,,,,,,,
다사635278,2022,,,,,,,,,,,,,,,,,,
다사634292,2022,,,,,,,,,,,,,,,,,,
다사603331,2022,,,,,,,,,,,,,,,,,,
다사635279,2022,,,,,,,,,,,,,,,,,,
다사634291,2022,,,,,,,,,,,,,,,,,,
다사602366,2022,,,,,,,,,,,,,,,,,,
다사635280,2022,,,,,,,,,,,,,,,,,,
다사634290,2022,,,,,,,,,,,,,,,,,,
다사635281,2022,,,,,,,,,,,,,,,,,,
다사634289,2022,,,,,,,,,,,,,,,,,,
다사602365,2022,,,,,,,,,,,,,,,,,,
다사603332,2022,,,,,,,,,,,,,,,,,,
다사635282,2022,,,,,,,,,,,,,,,,,,
다사634288,2022,,,,,,,,,,,,,,,,,,
다사635283,2022,,,,,,,,,,,,,,,,,,
다사634287,2022,,,,,,,,,,,,,,,,,,
다사603333,2022,,,,,,,,,,,,,,,,,,
다사635284,2022,,,,,,,,,,,,,,,,,,
다사602364,2022,,,,,,,,,,,,,,,,,,
다사634286,2022,,,,,,,,,,,,,,,,,,
다사635285,2022,,,,,,,,,,,,,,,,,,
다사603338,2022,,,,,,,,,,,,,,,,,,
다사633381,2022,,,,,,,,,,,,,,,,,,
다사635298,2022,,,,,,,,,,,,,,,,,,
다사633370,2022,,,,,,,,,,,,,,,,,,
다사613353,2022,,,,,,,,,,,,,,,,,,
다사602353,2022,,,,,,,,,,,,,,,,,,
다사633369,2022,,,,,,,,,,,,,,,,,,
다사635311,2022,,,,,,,,,,,,,,,,,,
다사633368,2022,,,,,,,,,,,,,,,,,,
다사635312,2022,,,,,,,,,,,,,,,,,,
다사603344,2022,,,,,,,,,,,,,,,,,,
다사633367,2022,,,,,,,,,,,,,,,,,,
다사635313,2022,,,,,,,,,,,,,,,,,,
다사602352,2022,,,,,,,,,,,,,,,,,,
다사635314,2022,,,,,,,,,,,,,,,,,,
다사633366,2022,,,,,,,,,,,,,,,,,,
다사603345,2022,,,,,,,,,,,,,,,,,,
다사635315,2022,,,,,,,,,,,,,,,,,,
다사602351,2022,,,,,,,,,,,,,,,,,,
다사633365,2022,,,,,,,,,,,,,,,,,,
다사635316,2022,,,0.0,0.0,,,,,,0.0,,,,,,,,
다사633364,2022,,,,,,,,,,,,,,,,,,
다사635317,2022,,,,,,,,,,,,,,,,,,
다사633363,2022,,,,,,,,,,,,,,,,,,
다사635318,2022,,,,,,,,,,,,,,,,,,
다사603346,2022,,,,,,,,,,,,,,,,,,
다사602350,2022,,,,,,,,,,,,,,,,,,
다사633362,2022,,,,,,,,,,,,,,,,,,
다사635319,2022,,,,,,,,,,,,,,,,,,
다사633361,2022,,,,,,,,,,,,,,,,,,
다사635320,2022,25.0,37.0,16.0,32.0,56.0,60.0,54.0,56.0,31.0,26.0,10.0,7.0,0.0,0.0,0.0,0.0,,
다사603343,2022,,,,,,,,,,,,,,,,,,
다사635309,2022,,,,,,,,,,,,,,,,,,
다사633380,2022,,,,,,,,,,,,,,,,,,
다사633371,2022,,,,,,,,,,,,,,,,,,
다사602358,2022,,,,,,,,,,,,,,,,,,
다사635299,2022,,,,,,,,,,,,,,,,,,
다사603339,2022,,,,,,,,,,,,,,,,,,
다사635300,2022,,,,,,,,,,,,,,,,,,
다사633379,2022,,,,,,,,,,,,,,,,,,
다사633378,2022,,,,,,,,,,,,,,,,,,
다사602357,2022,,,,,,,,,,,,,,,,,,
다사635301,2022,,,,,,,,,,,,,,,,,,
다사635302,2022,,,,,,,,,,,,,,,,,,
다사633377,2022,,,,,,,,,,,,,,,,,,
다사603340,2022,,,,,,,,,,,,,,,,,,
다사633376,2022,,,,,,,,,,,,,,,,,,
다사635303,2022,,,,,,,,,,,,,,,,,,
다사602356,2022,,,,,,,,,,,,,,,,,,
다사635304,2022,,,,,,,,,,,,,,,,,,
다사633375,2022,,,,,,,,,,,,,,,,,,
다사603341,2022,,,,,,,,,,,,,,,,,,
다사635305,2022,,,,,,,,,,,,,,,,,,
다사633374,2022,,,,0.0,,,,,0.0,,,,,,,,,
다사602355,2022,,,,,,,,,,,,,,,,,,
다사635306,2022,,,,,,,,,,,,,,,,,,
다사633373,2022,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
다사635307,2022,,,,,,,,,,,,,,,,,,
다사633372,2022,,,0.0,,,,,,,,,,,,,,,
다사603342,2022,,,,,,,,,,,,,,,,,,
다사635308,2022,,,,,,,,,,,,,,,,,,
다사602354,2022,,,,,,,,,,,,,,,,,,
다사634383,2022,,,,,,,,,,,,,,,,,,
다사634295,2022,,,,,,,,,,,,,,,,,,
다사632381,2022,,,,,,,,,,,,,,,,,,
다사634354,2022,,,,,,,,,,,,,,,,,,
다사603307,2022,,,,,,,,,,,,,,,,,,
다사634326,2022,24.0,25.0,6.0,6.0,12.0,20.0,44.0,37.0,13.0,12.0,0.0,8.0,0.0,6.0,,0.0,,
다사634350,2022,,,,,,,,,,,,,,,,,,
다사603317,2022,,,,,,,,,,,,,,,,,,
다사634325,2022,32.0,25.0,8.0,19.0,20.0,31.0,41.0,39.0,18.0,14.0,6.0,10.0,0.0,0.0,,0.0,,
다사634351,2022,,,,,,,,,,,,,,,,,,
다사603306,2022,,,,,,,,,,,,,,,,,,
다사634324,2022,21.0,16.0,12.0,21.0,19.0,24.0,38.0,42.0,17.0,12.0,8.0,11.0,0.0,,,0.0,,
다사634352,2022,,,,,,,,,,,,,,,,,,
다사634323,2022,16.0,19.0,9.0,11.0,12.0,18.0,23.0,26.0,22.0,22.0,8.0,10.0,0.0,0.0,,,,
다사634353,2022,,,,,,,,,,,,,,,,,,
다사603318,2022,,,,,,,,,,,,,,,,,,
다사634322,2022,,,,,,,,,,,,,,,,,,
다사603305,2022,,,,,,,,,,,,,,,,,,
다사634296,2022,,,,,,,,,,,,,,,,,,
다사634321,2022,25.0,18.0,7.0,12.0,32.0,41.0,42.0,31.0,7.0,9.0,6.0,0.0,0.0,0.0,,,,
다사634355,2022,,,,,,,,,,,,,,,,,,
다사603319,2022,,,,,,,,,,,,,,,,,,
다사634356,2022,,,,,,,,,,,,,,,,,,
다사603304,2022,,,,,,,,,,,,,,,,,,
다사634320,2022,,,,,,,,,,,,,,,,,,
다사634319,2022,,,,,,,,,,,,,,,,,,
다사634357,2022,,,,,,,,,,,,,,,,,,
다사634358,2022,,,,,,,,,,,,,,,,,,
다사634318,2022,,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,
다사603320,2022,,,,,,,,,,,,,,,,,,
다사603303,2022,,,,,,,,,,,,,,,,,,
다사634359,2022,,,,,,,,,,,,,,,,,,
다사634349,2022,,,,,,,,,,,,,,,,,,
다사634327,2022,,,,,,,,,,,,,,,,,,
다사603316,2022,,,,,,,,,,,,,,,,,,
다사634348,2022,,,,,,,,,,,,,,,,,,
다사603312,2022,,,,,,,,,,,,,,,,,,
다사634338,2022,,,,,,,,,,,,,,,,,,
다사634336,2022,,,,,,,,,,,,,,,,,,
다사634339,2022,,,,,,,,,,,,,,,,,,
다사603311,2022,,,,,,,,,,,,,,,,,,
다사634335,2022,,,,,,,,,,,,,,,,,,
다사634340,2022,,,,,,,,,,,,,,,,,,
다사603313,2022,,,,,,,,,,,,,,,,,,
다사634334,2022,,,,,,,,,,,,,,,,,,
다사634341,2022,,,,,,,,,,,,,,,,,,
다사603310,2022,,,,,,,,,,,,,,,,,,
다사634342,2022,,,,,,,,,,,,,,,,,,
다사634333,2022,,,,,,,,,,,,,,,,,,
다사603314,2022,,,,,,,,,,,,,,,,,,
다사634343,2022,,,,0.0,,,,,,,,,,,,,,
다사634332,2022,,,,,,,,,,,,,,,,,,
다사634344,2022,,,,,,,,,,,,,,,,,,
다사634331,2022,,,,,,,,,,,,,,,,,,
다사603309,2022,,,,,,,,,,,,,,,,,,
다사603315,2022,,,,,,,,,,,,,,,,,,
다사634345,2022,,,,,0.0,,,,,,,,,,,,,
다사634330,2022,,,,,,,,,,,,,,,,,,
다사634346,2022,,,,,,0.0,,,,,,,,,,,,
다사634329,2022,,,,,,,,,,,,,,,,,,
다사603308,2022,,,,,,,,,,,,,,,,,,
다사634347,2022,,,,,,,,,0.0,,,,,,,,,
다사634328,2022,,,,,,,,,,,,,,,,,,
다사634317,2022,,,,,,,,,,,,,,,,,,
다사634360,2022,,,,,,,,,,,,,,,,,,
다사634316,2022,,,,,,,,,,,,,,,,,,
다사634306,2022,,,,,,,,,,,,,,,,,,
다사634305,2022,,,,,,,,,,,,,,,,,,
다사634373,2022,,,,,,,,,,,,,,,,,,
다사603297,2022,,,,,,0.0,0.0,,,,,,,,,,,
다사634304,2022,,,,,,,,,,,,,,,,,,
다사634374,2022,,,,,,,,,,,,,,,,,,
다사603326,2022,,,,,,,,,,,,,,,,,,
다사634303,2022,,,,,,,,,,,,,,,,,,
다사634375,2022,,,,,,,,,,,,,,,,,,
다사603296,2022,,,,,,,,,,,,,,,,,,
다사634302,2022,,,,,,,,,,,,,,,,,,
다사634376,2022,,,,,,,,,,,,,,,,,,
다사603327,2022,,,,,,,,,,,,,,,,,,
다사634301,2022,,,,,,,,,,,,,,,,,,
다사634377,2022,,,,,,,,,,,,,,,,,,
다사634300,2022,,,,,,,,,,,,,,,,,,
다사634378,2022,,,,,,,,,,,,,,,,,,
다사603295,2022,,,,,,,,,,,,,,,,,,
다사634299,2022,,,,,,,,,,,,,,,,,,
다사634379,2022,,,,,,,,,,,,,,,,,,
다사603328,2022,,,,,,,,,,,,,,,,,,
다사634298,2022,,,,,,,,,,,,,,,,,,
다사634380,2022,,,,,,,,,,,,,,,,,,
다사603294,2022,,,,,,,,,,,,,,,,,,
다사634297,2022,,,,,,,,,,,,,,,,,,
다사634381,2022,,,,,,,,,,,,,,,,,,
다사603329,2022,,,,,,,,,,,,,,,,,,
다사634382,2022,,,,,,,,,,,,,,,,,,
다사634372,2022,,,,,,,,,,,,,,,,,,
다사634371,2022,,,,,,,,,,,,,,,,,,
다사603321,2022,,,,,,,,,,,,,,,,,,
다사603325,2022,,,,,,,,,,,,,,,,,,
다사603302,2022,,,,,,,,,,,,,,,,,,
다사634361,2022,,,,,,,,,,,,,,,,,,
다사634315,2022,,,,,,,,,,,,,,,,,,
다사634362,2022,,,,,,,,,,,,,,,,,,
다사634314,2022,,,,,,,,,,,,,,,,,,
다사634363,2022,,,,,,,,,,,,,,,,,,
다사634313,2022,,,,,,,,,,,,,,,,,,
다사603301,2022,,,,,,,,,,,,,,,,,,
다사603322,2022,,,,,,,,,,,,,,,,,,
다사634364,2022,,,,,,,,,,,,,,,,,,
다사634312,2022,,,,,,,,,,,,,,,,,,
다사634365,2022,,,,,,,,,,,,,,,,,,
다사603300,2022,,,,,,,,,,,,,,,,,,
다사634311,2022,,,,,,,,,,,,,,,,,,
다사634366,2022,,,,,,,,,,,,,,,,,,
다사603323,2022,,,,,,,,,,,,,,,,,,
다사634310,2022,,,,,,,,,,,,,,,,,,
다사634367,2022,,,,,,,,,,,,,,,,,,
다사634309,2022,,,,,,,,,,,,,,,,,,
다사634368,2022,,,,,,,,,,,,,,,,,,
다사603299,2022,,,,,,,,,,,,,,,,,,
다사603324,2022,,,,,,,,,,,,,,,,,,
다사634369,2022,,,,,,,,,,,,,,,,,,
다사634308,2022,,,,,,,,,,,,,,,,,,
다사634370,2022,,,,,,,,,,,,,,,,,,
다사634307,2022,,,,,,,,,,,,,,,,,,
다사603298,2022,,,,,,,,,0.0,0.0,,,,0.0,,,,
다사602349,2022,,,,,,,,,,,,,,,,,,
다사603347,2022,,,,,,,,,,,,,,,,,,
다사633360,2022,,,,,,,,,,,,,,,,,,
다사635383,2022,,,,,,,,,,,,,,,,,,
다사633307,2022,,,,,,,,,,,,,,,,,,
다사633306,2022,,,,,,,,,,,,,,,,,,
다사635379,2022,,,,,,,,,,,,,,,,,,
다사635380,2022,,,,,,,,,,,,,,,,,,
다사633305,2022,,,,,,,,,,,,,,,,,,
다사602324,2022,,,,,,,,,,,,,,,,,,
다사604293,2022,,,,,,,,,,,,,,,,,,
다사633304,2022,,,,,,,,,,,,,,,,,,
다사635381,2022,,,,,,,,,,,,,,,,,,
다사635382,2022,,,,,,,,,,,,,,,,,,
다사633303,2022,,,,,,,,,,,,,,,,,,
다사602323,2022,,,,,,,,,,,,,,,,,,
다사604294,2022,,,,,,,,,,,,,,,,,,
다사633302,2022,,,,,,,,,,,,,,,,,,
다사635321,2022,17.0,23.0,12.0,18.0,29.0,34.0,31.0,32.0,26.0,18.0,0.0,6.0,0.0,0.0,,,,
다사635384,2022,,,,,,,,,,,,,,,,,,
다사633301,2022,,,,,,,,,,,,,,,,,,
다사635385,2022,,,,,,,,,,,,,,,,,,
다사602322,2022,,,,,,,,,,,,,,,,,,
다사633300,2022,,,,,,,,,,,,,,,,,,
다사604295,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,
다사635386,2022,,,,,,,,,,,,,,,,,,
다사633299,2022,,,,,,,,,,,,,,,,,,
다사635387,2022,,,,,,,,,,,,,,,,,,
다사602321,2022,,,,,,,,,,,,,,,,,,
다사633298,2022,,,,,,,,,,,,,,,,,,
다사604296,2022,,,,,,,,,,,,,,,,,,
다사635388,2022,,,,,,,,,,,,,,,,,,
다사635378,2022,,,,,,,,,,,,,,,,,,
다사602325,2022,,,,,,,,,,,,,,,,,,
다사604292,2022,,,,,,,,,,,,,,,,,,
다사635377,2022,,,,,,,,,,,,,,,,,,
다사635367,2022,,,,,,,,,,,,,,,,,,
다사633317,2022,,,,,,,,,,,,,,,,,,
다사635368,2022,,,,,,,,,,,,,,,,,,
다사633316,2022,,0.0,,0.0,,0.0,,,,,,,,,,,,
다사602329,2022,,,,,,,,,,,,,,,,,,
다사635369,2022,,,,,,,,,,,,,,,,,,
다사633315,2022,,,,,,,,,,,,,,,,,,
다사635370,2022,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,,,,,
다사603366,2022,,,,,,,,,,,,,,,,,,
다사633314,2022,,,,,,,,,,,,,,,,,,
다사602328,2022,,,,,0.0,,,,0.0,0.0,0.0,,,,,,,
다사635371,2022,,,,,,,,,,,,,,,,,,
다사633313,2022,,,,,,,,,,,,,,,,,,
다사635372,2022,,,,,,,,,,,,,,,,,,
다사603367,2022,,,,,,,,,,,,,,,,,,
다사633312,2022,,,,,,,,,,,,,,,,,,
다사602327,2022,,,,,,,,,,,,,,,,,,
다사635373,2022,,,,,,,,,,,,,,,,,,
다사633311,2022,,,,,,,,,,,,,,,,,,
다사635374,2022,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,
다사633310,2022,,,,,,,,,,,,,,,,,,
다사635375,2022,,,,,,,,,,,,,,,,,,
다사604291,2022,,,,,,,,,,,,,,,,,,
다사602326,2022,,,,,,,,,,,,,,,,,,
다사633309,2022,,,,,,,,,,,,,,,,,,
다사635376,2022,,,,,,,,,,,,,,,,,,
다사633308,2022,,,,,,,,,,,,,,,,,,
다사633297,2022,,,,,,,,,,,,,,,,,,
다사635389,2022,,,,,,,,,,,,,,,,,,
다사633296,2022,,,,,,,,,,,,,,,,,,
다사636288,2022,,,,,,,,,,,,,,,,,,
다사602315,2022,,,,,,,,,,,,,,,,,,
다사633285,2022,,,,,,,,,,,,,,,,,,
다사636289,2022,,,,,,,,,,,,,,,,,,
다사633284,2022,,,,,,,,,,,,,,,,,,
다사636290,2022,,,,,,,,,,,,,,,,,,
다사604302,2022,,,,,,,,,,,,,,,,,,
다사636291,2022,,,,,,,,,,,,,,,,,,
다사633283,2022,,,,,,,,,,,,,,,,,,
다사602314,2022,,,,,,,,,,,,,,,,,,
다사633282,2022,,,,,,,,,,,,,,,,,,
다사636292,2022,,,,,,,,,,,,,,,,,,
다사636293,2022,,,,,,,,,,,,,,,,,,
다사633281,2022,,,,,,,,,,,,,,,,,,
다사602313,2022,,,,,,,,,,,,,,,,,,
다사604303,2022,,,,,,,,,,,,,,,,,,
다사633280,2022,,,,,,,,,,,,,,,,,,
다사636294,2022,,,,,,,,,,,,,,,,,,
다사636295,2022,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,
다사632384,2022,,,,,,,,,,,,,,,,,,
다사604304,2022,,,,,,,,,,,,,,,,,,
다사636296,2022,,,,,,,,,,,,,,,,,,
다사602312,2022,,,,,,,,,,,,,,,,,,
다사632383,2022,,,,,,,,,,,,,,,,,,
다사636297,2022,,,,,,,,,,,,,,,,,,
다사632382,2022,,,,,,,,,,,,,,,,,,
다사636298,2022,,,,,,,,,,,,,,,,,,
다사602311,2022,,,,,,,,,,,,,,,,,,
다사604301,2022,,,,,,,,,,,,,,,,,,
다사633286,2022,,,,,,,,,,,,,,,,,,
다사636277,2022,,,,,,,,,,,,,,,,,,
다사636287,2022,,,,,,,,,,,,,,,,,,
다사602320,2022,,,,,,,,,,,,,,,,,,
다사604297,2022,,,,,,,,,,,,,,,,,,
다사633295,2022,,,,,,,,,,,,,,,,,,
다사636278,2022,,,,,,,,,,,,,,,,,,
다사633294,2022,,,,,,,,,,,,,,,,,,
다사636279,2022,,,,,,,,,,,,,,,,,,
다사602319,2022,,,,,,,,,,,,,,,,,,
다사604298,2022,,,,,,,,,,,,,,,,,,
다사636280,2022,,,,,,,,,,,,,,,,,,
다사633293,2022,,,,,,,,,,,,,,,,,,
다사636281,2022,,,,,,,,,,,,,,,,,,
다사633292,2022,,,,,,,,,,,,,,,,,,
다사602318,2022,,,,,,,,,,,,,,,,,,
다사636282,2022,,,,,,,,,,,,,,,,,,
다사633291,2022,,,,,,,,,,,,,,,,,,
다사636283,2022,,,,,,,,,,,,,,,,,,
다사604299,2022,,,,,,,,,,,,,,,,,,
다사633290,2022,,,,,,,,,,,,,,,,,,
다사602317,2022,,,,,,,,,,,,,,,,,,
다사636284,2022,,,,,,,,,,,,,,,,,,
다사633289,2022,,,,,,,,,,,,,,,,,,
다사636285,2022,,,,,,,,,,,,,,,,,,
다사604300,2022,,,,,,,,,,,,,,,,,,
다사633288,2022,,,,,,,,,,,,,,,,,,
다사636286,2022,,,,,,,,,,,,,,,,,,
다사633287,2022,,,,,,,,,,,,,,,,,,
다사602316,2022,,,,,,,,,,,,,,,,,,
다사603365,2022,,,,,,,,,,,,,,,,,,
다사602330,2022,,,,,,,,,,,,,,,,,,
다사635366,2022,,,,,,,,,,,,,,,,,,
다사602344,2022,,,,,,,,,,,,,,,,,,
다사635333,2022,,,,,,,,,,,,,,,,,,
다사633348,2022,,,0.0,0.0,,,,,,,,,,,,,,
다사603352,2022,,,,,,,,,,,,,,,,,,
다사635334,2022,,,,,,,,,,,,,,,,,,
다사602343,2022,,,,,,,,,,,,,,,,,,
다사633347,2022,,,,,,,,,,,,,,,,,,
다사635335,2022,,,,,,,,,,,,,,,,,,
다사633346,2022,,,,,,,,,,,,,,,,,,
다사603353,2022,,,,,,,,,,,,,,,,,,
다사635336,2022,,,,,,,,,,,,,,,,,,
다사633345,2022,,,,,,,,,,,,,,,,,,
다사635337,2022,,,,,,,,,,,,,,,,,,
다사602342,2022,,,,,,,,,,,,,,,,,,
다사633344,2022,,0.0,0.0,0.0,,,,,,,,,,,,,,
다사635338,2022,,,,,,,,,,,,,,,,,,
다사603354,2022,,,,,,,,,,,,,,,,,,
다사633343,2022,,,,,,,,,,,,,,,,,,
다사635339,2022,,,,,,,,,,,,,,,,,,
